act_s,count,act
"506, 504, 324, 354 r/w. 34 of IPC and Sec. 3(1)(x)(xi) of SC/ST POA Act",1,1798
"506, 504, 379, 447 r/w. 149 of IPC and Sec. 42, 43, 44 of KMMC Rule and Sec. 31R(13) of KNSP",1,1799
"506, 504,448, 323, 324 354  r/w. 34 IPC and Sec. 3-1-r, 3-1-s, 3-v, 3(1)(a),3(1)(11) SC/ST POA Act",2,1800
"506,186,504,355,353,448,143,147 r/w 149 of IPC and Sec.3(1)(r),3(1)(s),3(2)(va),3(1)(m) of SC/ST Act",1,1801
"506,342,323, of IPC and Sec.12 of POSCO Act",1,1802
"506,354(D), 509, 427, 448, 504, 341, 147, 144, 394, 143, 324, 366(A) r/w. 149 of IPC, 8, 12 POCSOAct",1,1803
"509, 354(B), 506 IPC and 3-1-10 of SC/ST POA Act and Sec. 11, 12POCSO Act and Sec.",1,1804
"8 9 11 KPCS AND CP ACT 1964 11 (1) (A) (D) (E) PCA ACT  1960 AND 279 379 IPC 192(A) I M V ACT",1,1970
"8 9 11 PREVENTION OF COW SLAUGHTER ACT 192 A 179 M V ACT 11 (1) A 11 (1) E P C ACT 279 IPC",4,1971
"86, 87 of Karnataka Forest Act and Sec. 379 of IPC",1,1999
"Colm. 376 , 506 of IPC",3,4786
"Criminal  under  IPC",923,5069
"CRIMINAL CASE UNDER IPC",2037,4178
"criminal case under IPC",212,28003
"CRIMINAL CASES UNDER IPC",716,4180
"Criminal IPC Cases",125,5072
"Criminal IPC",8,5071
"Crpc 279 I.P.C R/W 183 IMV",9,5135
"DOWRY PROHIBITION ACT, 1961 ALONG WITH RULES AND RELEVANT PROVISIONS OF IPC & EVIDENCE AND CRPC RELA",5009,5292
"Fokes Act U/Sec 376 IPC",5,6505
"i Act. IPC And foreigner Act.",41,28080
"I P C  and Karanataka open places Prevention of Disfigurment Act 1981",8,7388
"I. P. C.",1123,7393
"I.P.C Police",4702,7415
"I.P.C(Police) 0",6,7417
"I.P.C(Police)",1227504,7416
"I.P.C, Police",1008,7418
"I.P.C-Police",1284,7419
"I.P.C. Cases",1139,7420
"I.P.C. Police",138,7421
"I.P.CPolice",2197,7422
"Immoral Traffic Prevention Act,1956(U/S-3,4,5,7,) IPC 1860(U/s-370)",3,7670
"Indian Arms act U/s. 25,27,3 and IPC U/s. 353,307",2,7742
"INDIAN PANEL CODE",1,7524
"Indian Panel Code",1671,7872
"indian panel code",2223,28092
"Indian Peanal Code",350,7880
"Indian Penal Cod IPC",25017,7881
"Indian Penal Code (IPC)",973,7883
"INDIAN PENAL CODE 1860",1,7527
"Indian Penal Code and Dowry Prohibition Act.",21,7885
"Indian Penal Code and Indian Explosive Act",3,7886
"Indian Penal Code and MMRD Act/KMMC Act",24,7887
"Indian Penal Code I.P.C",2,7884
"Indian Penal Code",1,7882
"indian penal code(IPC)",1109,28093
"IPC  Indian Penal Code",9453,7610
"IPC - INDIAN PENAL CODE",15530,7611
"IPC - Indian Penal Code",250,7612
"IPC 1860 (U/s 323,448,427,143,363,504,506,149) SC AND THE ST (Prvention of attrocities )Act",1,7613
"IPC 1860 Under section 323 498A 504 506 34 Dowry Prohibition Act 1961 Under section 3,4",2,7616
"IPC 1860 Under Section 341, 323, 324, 504, 34 of IPC",2,7615
"IPC 1860 UNDER SECTION 379 OF MMRD ACT",27,7614
"IPC 465, 468, 471, 420, Sec. 14 of Foreigners Act 1946, Sec.6 of Passpost Entry into India Rule1950",1,7617
"IPC Assam Health Act 2013",6,7618
"IPC CASES / NI ACT CASES",496,7620
"IPC cases",1087,7625
"IPC CASES",2893,7619
"IPC CRIMINAL \",46597,7622
"IPC CRIMINAL",2998,7621
"IPC Indian Penal Code",158,7623
"IPC Section",1145,7624
"IPC(Indian Penal Code)",14376,7626
"IPC(Police)",2,7627
"IPC(Police.)",2656,7628
"KARNATAKA FOREST ACT 1963 US-86 and 87 IPC (U/s 379",4,8538
"Karnataka Minor Mineral Consistent Rule 1994 U/sec 42,3,44(2)MMDRAct1957 U/s4(1A),4(1),21and 379IPC",5,8896
"Karnataka Minor Mineral consistent Rule 1994,  U/S 379 I P C and MMRD Act U/sc 4,4(1A),21,3,44",1,8897
"Liquified Petroleum gas supply and control order 2000 (u/s-6,7,4(1)(A) and IPC (u/s-285)",3,9542
"MMDR Act 1957 Under Section 4,4(1A) IPC",15,9803
"MMDR Act-1957(U.S-4(1A),21), KMMC Rule1994 (U.Sec.42(1),44(1), IPC1860(U.s-379)",2,9804
"MMDR under section 4(1A) ,4 of IPC 1860 u/s 379",24,9806
"MMRD ACT 1957 21 4 4 1 A and 379 IPC",40,9810
"MMRD ACT 1957 AND 420 OF IPC",1,9811
"MMRD ACT AND IPC",28,9812
"P/U/S  323, 504 R/W 34 OF IPC AND SEC. 3. 1,X, SC/ST P.A. ACT 1989.",1,12324
"P/U/S 323, 324, 504, 506 R/W 34 OF IPC AND SEC. 3 .1, X,  SC/ST P.A. ACT 1989.",1,12328
"P/U/S 448, 504, 506, R/w 34 of IPC and Sec. 3 1, 11 SC/ST PA Act 1989.",1,12331
"PCR U/s 200,403,405,402 IPC",10,12400
"SEC  279 304 A IPC RW 185 IMV ACT",1,15197
"Sec 143  147  148 323 324 109 504  read with Sec 149 of IPC and Col 3 Cl 1Cl 10 of SC ST PA Act 1989",4,15612
"Sec 143  147  148/  323  324  302  read with Sec 149 of IPC Sec 3 Cl 1 Cl 10 Cl 11 of SC/ST PA Act",1,15613
"SEC 143 147 148 323 324 504 506 RW 149 OF IPC AND SEC 3 1 10 SC ST PA ACT",3,15211
"SEC 143 147 323 504 506 366 A 376 109 RW 149 OF IPC AND SEC 3 1 11 SC ST PA ACT.",2,15212
"Sec 279 337 338 IPC Rw 184 187 3 181 IMV Act",2,15664
"SEC 279, 338 OF IPC R.W 187 OF IMV ACT",2,15240
"SEC 279,304 CL A IPC AND SEC 3 AND 196 FO IMV ACT",3,15241
"Sec 302  201  376 Cl G  34 IPC and  Sec 4   6 of POCSO Act",1,15681
"Sec 304 Cl A read with 34 IPC  and 30 of IE Rules 1956 and Sec 135 of I E Act 2003",3,15682
"SEC 306 504 RW 34 OF IPC AND SEC 3 I X XI  OF SC ST PA ACT.",1,15254
"SEC 323 324 504 506 OF IPC AND SEC 3 I X SC ST PA ACT",3,15255
"SEC 323 354 166 504 506 2 509 341 RW 34 OF IPC AND SEC 3 I IX X  XI OF SC ST PA ACT",2,15256
"Sec 36 RW 109 KP ACT  U Sec 186 188 RW 34 IPC",2,15693
"Sec 379 IPC and 41A 21 MMRD 31 42 31 or 13 KMMCR ACT",6,15700
"SEC 4 4CL1 4 CL1 CLA MMRD ACT 1957 AND 379 IPC",5,15260
"Sec 42  43  44  of KMMCR  1994 and 72 and 192 cl A of KLR Act and Sec 379 of IPC",2,15706
"Sec 447 427 read with 34 of IPC and 3 Cl 1 Cl 5  and 3 Cl 1 Cl 15 of SC ST Act 1989",1,15711
"Sec 468 471 420 read with Sec 34 IPC and 25 of Indian Arms Act and Col 20 of the Pvt Security  Act",1,15713
"Sec 498 Cl A  302  201  read with Sec 34 of IPC and Sec 3 Cl 2  Cl 5 of SC/St PA Act 1989",1,15714
"SEC 504 506 OF IPC AND SEC 3 I 3 X SC ST PA ACT",2,15263
"Sec. 120 B, 409, 420, 506 of IPC and Sec. 9 of Karnataka Interest of Depositors in Financial Establi",1,15792
"Sec. 120B , 307,399, 150  Red with 149 IPC and 25 of Arms Act",2,15793
"Sec. 139 of Indian Electricity Act (Amend.) 2003 and Sec. 279 of IPC",1,15801
"Sec. 307 r/w 34 of IPC and Sec.3(1)(r)(s)(2)(va) of IPC",1,15843
"Sec. 323, 504, 506 of IPC and Sec. 3(1)(S) of SC/ST (POA) Act",1,15845
"Sec. 363, 376(2)(n), 506 of IPC and Sec. 4 of POCSO Act",1,15848
"Sec. 376(2)(f) IPC and Sec.6 of POCSO Act 2012",2,15851
"Sec. 376(2)(i)(n), 417 of IPC 1860 and Sec.6 of POCSO Act.",1,15852
"Sec. 376, 109, 506 r/w 34 of IPC 1860 and Sec. 4, 6, 17 of POCSO Act",1,15853
"Sec. 498 A, 323, 504, 342, 506 cluse 2 R.w 34 IPC",2,15860
"Sec. 504, 324, 506 of IPC and Sec. 3(1)(r), 3(1)(s), 3(2)(va) of SC/ST POA Act.",1,15864
"sec. 504,307,506 r/w 34 of IPC and sec. 3(1)(g), 3(1)(z),3(1)(r)(s)(2)(va) of SC/ST POA Act.",1,28406
"Sec.143 144 147 148 427 448 504 506 r/w 149 IPC and 2 of KPDL Act1981",3,15924
"Sec.143 144 147 148 504 427 448 324 354 435 506 r/w 149 IPC And Sec.2 K.P.of Destruction and Loss of",2,15925
"Sec.279 of IPC and Sec. 139 of Karnataka Electricity  Reform Act.",2,15944
"Sec.341, 354, 354(D), 506, 114 r/w 34 of IPC 1860 and Sec.12, 17 of POCSO Act, 2012.",1,15954
"Sec.341, 506 r/w 34 of IPC and Sec.3(1)(c), 3(1)(p), 3(1)(r), 3(1)(x), 3(1)(z) of SC/ST POA Act",1,15955
"Sec.366(A), 376(2)(f)(n) R/w 34 IPC and Sec.6 of POCSO Act 2012.",1,15957
"Sec.44(2) of KMMC Rules, 379,420 of IPC",1,15970
"Sec.506(2) of IPC and Sec.3(1)(10) of SC/ST POA Act",2,15975
"Section 19(A)of Seed ACT 1966 and Section 200(2) of IPC",4,16079
"Section 2 of  Karnataka prevention of distruction and loss of property act 1981 and 427 IPC",2,16080
"Sections 457, 380 IPC",3,16138
"Sections 457, 380, 511 IPC",1,16139
"Special 409 I.P.C.",19,16309
"THE DISASTER MANAGEMENT ACT, 2005 (U/s-51,60) IPC 1860 (U/s-270)",42,16636
"The Indian Penal Code",2.09e+07,17353
"U S 429 IPC,U S 11(1)(A)of PQA Act, US 11,9,8,4, of KPCS,CPA,US 117,192(A),177,IMV,US56,47,of TA Act",3,17978
"U sec 143 147 148 323 324 504 R/w 149 IPC and 3  I  X  SC ST P A Act 1989",20,18093
"U Sec 143,147,447,504,506, R W 149 IPC and Sec 3 1 10 15 Of SC/ST PA Act 1989",8,18011
"U sec 3 4 DPAct 506 504 498A 34 IPC",2,18098
"U sec 324 504 IPC and 3 1 10 SC ST Act 1989",8,18100
"U Sec 366A 376 504 506 R w 34 IPC and Sec 3 1 10 11 and 2 of SC ST PA Act 1989",6,18036
"U Sec 376,420,292, IPC And Section 67 Information Technology ACT",3,18038
"U. Section 279, 304 A of IPC redwith 181 of IMV Act",4,18120
"U.s 304 201 34 of IPC and Sec. 39 of Indian electricity Act (Amend) 2003",1,18321
"U.Sec. 24(e), 84, 86, 87, 62, 71A, 71(g), R.W. KFR of 1969 Rule 144, 145 IPC Sec. 379",1,18235
"U.Sec. 304 of IPC and U.Sec. 3, 25, 27 Indian Arms Act",2,18244
"U.Sec. 353, 504 r/w 34 IPC and 3 and 4 Prevention of damage to Publice property Act",1,18247
"U.Sec.4(1A) 21 MMDR Act-1957 and U.Sec.42(1), 44(1) IPC 1860(U.S-379) KMMCR-1994",3,18291
"u/o VII Rule 1 to 3 Sec 26 of IPC",1,28604
"U/S  306,354 C of IPC and section 12 of POCSO Act.",1,19483
"U/S  323,504,506,354 r/w 34 ofIPC and Sec. 3(1)(r),3(1)(s) of SC/ST (POA) Act",1,19484
"U/S  342,506,376 IPC and 4 PCSO Act-2012",1,19486
"U/S  363, 114, 342, 109, 506 R/w 34  IPC and  7, 11, 16 PCSO Act.",1,19488
"U/S  363, 376 of  IPC and Section 6 of PCSO Act-2012.",3,19489
"U/S  366(a),376 of IPC 1860  and Section 4,8 of POCSO Act,2012",1,19490
"U/S  376(2)(F), 376(2)(1) of IPC  1860 and section 6,8,5(M) of POCSO Act,2012",1,19492
"U/S  376, 506 IPC and 4 PCSO Act.",3,19493
"u/s  426 of Kar Edu Act 1983 as Amended Uptodate and u/s 117 of IPC",1,28665
"u/s 117 of Kar. Edu Act 1983 and u/s 426 of IPC",1,28675
"U/S 120 CLAUSE B R/W 34 IPC AND SEC 118, 119, 120 OF KARNATAKA EDUCATION ACT 1983",1,19673
"U/S 13 1 F 32 34  K E ACT  RW 272,273 IPC",8,19729
"U/S 13 1 F 32 KE ACT 272 273 IPC",4,19730
"U/S 141,143,144,147,148,341,324,326,427,435,307,153(a),504 r/w 149 of IPC KPOD and LOP Act 1981",1,19917
"U/S 143 ,448, 354. 506  B 114 WITH 149 IPC AND 3 AND  25  INDIAN ARMS  ACT",1,19918
"U/s 143 147 148 323 324 354 504 506 447 R/w 149 of IPC and 3 I X XI of SC/ST Act 1989",6,22990
"U/s 143 147 148 323 324 355 504 506 109 307 R/w 149 IPC 3 I X 2 V SC/ST Act",3,22991
"U/s 143 147 148 323 324 504 506 447 r/w 149 IPC and Sec 3 I X XI of SC/ST Act 1989",4,22992
"u/s 143 147 148 323 504 427 353 R/W 149 IPC",1,28731
"U/S 143 147 148 427 504 149 IPC AND 2(B) KARNATAKA PREVENTION OF D AND LOSS OF PROPERTY ACT 1981",1,19920
"U/S 143 147 148 447 427 504 506 149 IPC 2B KARNATAKA PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY",4,19921
"U/s 143 147 148 447 436 427 504 506 149 IPC and 2 B Karnataka P of D and L of property Act",1,22993
"U/S 143 147 148 448 354 324 323 427 504 506 149 IPC and  2B Karnataka P of D and L of Property Act",1,19922
"U/S 143 147 148 448 427 504 506 149 IPC  2B KARNATAKA PREVENTION OF DESTRUCTION AND LOSS OF PROPERT",2,19924
"U/s 143 147 323 504 506 R/w 149 IPC and Sec 3  I  X of SC/ST P A Act",5,22994
"U/S 143, 147,  323, 504 R/W 149 IPC and Section 3(1)(10)  SC/ST ACT  1989",1,19925
"U/s 143, 149 IPC and U/s 3 and 7 E.C. Act 1955 and U/s 8, 9 and 23 of Petroleum Act 1934",1,22996
"U/S 143,144,147,148,341,504,323,324,326,307 r/w 149 of IPC and sec. 3(1)(r),3(1)(s), 3(2)(va) SC ST",2,19930
"U/s 143,147,427 Rw 149 of IPC And Sec 02 of PREVENTION OF DESTRUCTION AND LOSS OF PROPERTY ACT 1981",9,22997
"U/S 143,147,447,504,323,354,149 of IPC 1860 and Sec 3(1)(f),3(1)(s),3(1)(w),3(2)(va)of SC/ST Act",1,19931
"u/s 143,147,457,336,342,353,504 r/w 149 of IPC and u/s 2 Pre.DesLoss.Pro. Act and u/s 140 of Ka. Ele",1,28734
"U/S 143,147504,353,355,506 r/w 149 of IPC and section 3(1)(S),3(1)(m),3(2)(va) of SC/ST Act",1,19932
"U/s 171 B, 171 H  OF IPC, REPRESENTATION OF PEOPLE ACT 1950, U/S 123(1)",2,23048
"u/s 187 of IPC and u/s 279,338,337 of IPC and u/s 134(A and B) of M.V.Act",1,28777
"U/s 188, 379, and 304.A r/w 149 of IPC and sec.42, 43 and 44 of KMMCR Act 1994",1,23094
"U/s 279 304 A IPC IMV Act U/s 134 A and B 177 MV act",2,23230
"U/S 279 337  304A IPC RW SEC 3 RW 181 IMV ACT",2,20340
"U/s 279 337 285 IPC and 190 3 MVAct",1,23232
"U/S 279 337 338 IPC 5 (1) 180 IMV ACT  3(1) 181 IMV ACT",1,20342
"U/S 279 337 338 IPC RW 187 177 IMV ACT",1,20343
"U/s 279 338 of IPC and 134 MVAct",6,23235
"U/s 279 IPC and 187 MVAct",4,23236
"U/S 279 IPC, 8 AND 9 COW SLAUGHTER ACT",1,20346
"U/s 279, 304.A, IPC 187 fof MV Act, 181, 196 of IMV Act",1,23237
"U/s 279,337 of IPC IMV Act U/s 134,187",12,23238
"U/S 289 IPC 3 CLAUSE 5 OF LPG AND CONTROL ORDER 2000 7 EC ACT 1955",2,20381
"U/S 3(1)(r),3(1)(s) SC and The ST Act. U/se 148,143,504,147,323,149,324 I P C",1,20442
"u/s 3(2) of Pre.Dam Pub Pro. Act and u/s 506,504,143,,147,148,149,353 of IPC",1,28845
"U/S 3,7,25,27, 29 5(1)A of Indian Arms Act and 201 of IPC",1,20448
"U/s 302, 201, 109,120 (B) R/w 34 of IPC and Sec. 3(2)(V) (VI) SC/ST Act. 1989.",1,23281
"U/S 304 of IPC and Sec. 3(1)(j) of SC/ST (POA) Act and Sec. 7,8 of PEMSR Act",1,20461
"U/S 32 34 KE Act RW 272 273 IPC",53,20479
"u/s 323 504 342 506 498a r/w 34 IPC and Col 3 and 4 DP Act",2,28854
"U/S 323, 324, 504 IPC AND SEC 3 CL 1 SUB CL X SC/ST PA ACT 1989",1,20497
"U/S 323, 504, R/w 34 of IPC and Section 3(1)(10) SC/ST (P.A) Act 1989.",1,20500
"U/S 323,324,504,506 of IPC and sec. 3(1)(r),3(1)(s),3(2)(va) of SC/ST Act",1,20502
"U/S 323,324,504,506 of IPC and Sec. 3(1)(s),3(2)(va) of SC/ST( POA)Act",1,20501
"U/S 323,324,504,506 r/w 149 of IPC and Sec. 3(1)(r), 3(1)(s) of SC/St (POA) Act",1,20503
"U/S 323,324,504,506 r/w 34 of IPC and sec 3(1)(r),3(1)(s),3(2)(va) of SC/ST POA Act",1,20504
"U/S 323,353,355,504,506 of IPC 1860 and Section ,3(1)(m),3(1)(r),3(1)(s),3(2)(va) of SC/ST Act",1,20505
"U/S 323,354,504 r/w 34 of IPC and Sec. 3(1)(r),3(1)(s),3(2)(va) of SC/ST Act",1,20506
"U/S 341,354A,506,306 r/w 34 of IPC and sec 11,12,18 of POCSO Act",1,20538
"U/S 342,366,376,427,450,506 of IPC  and section 3,4 of POCSO Act",1,20539
"U/S 343,366,376(2)(f)(i)(n) of IPC 1860 and Sec 5(L),6 of  POCSO Act",1,20540
"U/S 354,366 r/w 34 of IPC and section 8 of POCSO Act",1,20544
"U/S 355,354 (b),323,506,324 of IPC and sec. 3(2)(va),3(1)(S) of SC/ST Act",1,20545
"U/S 363, 366, 376 of IPC and Sec., 6  of POCSO Act",2,20550
"U/S 363,343,376(2)(n),506 r/w 34 of IPC and Sec 4,17 of POCSO Act",1,20551
"U/S 363.A, 376, 506 of IPC and 3 1 X  XI  and 3 II V SC/ST Act",1,20552
"U/S 366 A , 506 of IPC and section 12 of POCSO Act",1,20554
"U/S 366 CL A, 376 CL 2 SUB CL F IPC",2,20555
"U/S 366 of IPC  and sec. 12,18 of POCSO Act",1,20556
"U/S 366 of IPC 12 of POCSO Act",2,20557
"U/S 366 of IPC and sec. 17 of POCSO Act",2,20558
"U/S 366(2)(n) of IPC and 6 of POCSO ACt",1,20559
"U/S 366(a), 376(2) of IPC and Sec. 4,8 of POCSO Act",1,20560
"u/s 366(A),376 IPC and u/s.4,5 (J-2),6,12 of POCSO 2012 and 9 of Prohibition of Child Marriage act",1,28859
"U/S 366(a),376(2) of IPC and Sec. 4,6 of POCSO Act",1,20561
"U/s 366, 376 of I P C and Sec. 6 of POCSO Act",1,23318
"U/S 366,376(2)(i)(n),363,343 r/w 34 of IPC  and section 6 ,17 of POCSO ACt  and section 9 of CM Act",1,20562
"U/S 366,376(2)(n) of IPC 1860, Sec. 4,6 of POCSO Act 2012 and Sec. 9 of PCM Act 2006",1,20563
"U/S 366,376(2)(n),313,114 r/w 149 of IPC 1860, Sec.6 of POCSO Act 2012 and Sec. 9 of PCM Act 2006",1,20564
"U/S 366,376(2),506 of IPC and Section 4,6 of POCSO Act,2012",1,20565
"u/s 370(2) IPC and u/s 4,5 of immoral traffic prevention act 1956",1,28860
"U/S 376  511 504 of IPC and Sec8  of PCSO Act2012",1,20591
"U/S 376 (2)(n)(f), 506 of IPC and Sec. 6 of POCSO Act",1,20592
"U/S 376 of IPC and Sec., 6 POCSO Act and Sec., 3(I), (XI), SC/ST (P.A) Act.",1,20593
"U/S 376 of IPC and section 4,6 of POCSO Act and section 9 of PCM Act",1,20594
"u/s 376 of IPC, sec 4,6 of POCSO act 2012 and sec 3(1)(W)(1),3(2)(va) of SCST Amendment Act 2015",1,28866
"U/S 376(2)(i) of IPC  and sec. 4 of POCSO ACt",1,20596
"U/S 376(2)(n) of IPC and sec. 6 of POCSO ACt",1,20597
"U/S 376(2)(n), 366(a) of IPC and Sec. 6 of POCSO Act and Sec. 9 of CMR Act",1,20598
"U/S 376(2)(n), 506 of IPC and Sec. 5(j)(2), 4,6,12,18 of Pocso and Sec. 9,10 of CMR Act",1,20599
"U/S 376AB of IPC 1860 and Sec. 6 of POCSO Act 2012",4,20601
"U/S 379 IPC RW 4 CLS 1 A 21 MMDR ACT",40,20604
"u/s 379 IPC u/s 21 MMRD Act",1,28867
"U/s 379 of IPC, U/s. 5,8 9,11 of K.P. of C.S. and C.P Act, U/s 11(1)(D), U/s 192(A) of IMV Act",1,23339
"U/s 379 of IPC,U/s 4(1),21,4,2 of MMRD Act 1957,U/s 44(6),42(1) of KMMCR 1994 and U/s 181 of IMV Act",11,23340
"U/S 379,307 of IPC and 5,8,9,11 of Karnataka Prevention of Cow's Sloughter and Cattle Prevention Act",1,20605
"u/s 380  of IPC and u/s 66(C) of Information Technology Act 2000",2,28868
"U/s 41 KF Act 22 K Pre of Trees Act and 381 420 427 109 34 IPC",1,23357
"u/s 427 I P C and Sec. a of Prevention of Distruction and loss of property Act 1981.",2,28873
"U/s 427, 447 r/w 34, Public Property Damage Act 3 and 4 IPC",1,23371
"u/s 43,66 of Inf Tech Act and us 120(b),457,427,395,201 of IPC",1,28874
"U/S 447,354,504,324,34 of IPC 1860 and Sec. 3(1)(r), 3(1)(w) 3 (2)(va) of SC/St (POA) Act",1,20673
"U/S 448,323,504,506,34 of IPC 1860 and Sec 3(1)(r), 3(1)(s), 3(2)(va) of SC/ST(POA) Act.",1,20674
"U/s 498 ,A,  304  ,B,  r/w 34 IPC with 3 and 4 of DP Act",2,23386
"U/S 498 CALUSE A IPC",15,20705
"U/s 498 col A, 420, 504 IPC",9,23387
"U/s 498A,304B, OF IPC DOWRY PROHIBITION ACT 1961 U/S 3,4",1,23388
"U/S 4CL 1A, 21 CL 4, 4A MMRD ACT 1957 AND 379 OF IPC",4,20708
"u/s 504 r/w 34 of IPC 1860 and Sec. 3(1)(r), 3(2)(v-a) of SC and ST POA Act.",1,28884
"U/s 504, 323, 324, 427, 307 r/w 34 IPC and Column 5 and 30 Arms Act 1959",1,23395
"U/s 506,143,427,504,323,147,448,324,144,114,148 r/w 149 of IPC and Sec.3(1)(r),3(1)(s) SC/ST POA Act",1,23396
"U/S 506,143,504,323,147,324,148,144 r/w 149 of IPC and Sec. 3(1)(r),3(1)(s),3(2)(va)SC/ST of POA Act",1,20731
"U/s. 11(d), 8, 5 of K.P. of C.S. and C.P. Act 1964, Sec. 379 of IPC, Sec. 192 of M.V. Act",1,23631
"U/s. 11, 32, 34, 38(a), 43(a) of Karnataka Excise Act-1963 and Sec. 328 of IPC",1,23638
"U/s. 12 of POCSO Act-2012 and Sec. 354(A) of IPC",1,23642
"U/s. 12, 21 of POCSO Act-2012 and Sec. 354(r) of IPC",1,23645
"U/s. 12, 21(1) of Protection of Children from Sexual Offences Act and sec. 354(D) of IPC",1,23646
"U/s. 120(B) R/W 34 of IPC, SEC. 3(I), 3(II), 3(IX), 3(X) OF SCH. CASTES AND SCH. TRIBES (POA) ACT",1,23647
"U/s. 14 of POCSO Act, Sec. 419, 420 of IPC and Sec. 66(C), 66(D), 67(B) of I.T. Act",1,23666
"U/s. 149, 323, 354, 504, 506 r/w. 34 of IPC and Sec. 3(1)(s) of SC/ST Act",1,23671
"U/s. 153(B),120(B) IPC, Sec. 66(a) I.T. Act and Sec. 2,3 of Prevention of Insult to National Honour",1,23679
"U/s. 198, 420 of IPC and Sec. 3(1)(q) of SC/ST (POA) Amend. Act-2015 and Rule 5(B) of",1,23698
"U/s. 20(B)(1) of NDPS Act and Sec. 34 of IPC",3,23705
"U/s. 26 order 7 rule 1and 2 of IPC",1,23720
"U/s. 286 of IPC and Sec. 3 of Explosive Substances Act",2,23733
"U/s. 3(1)(f)(r) of SC/ST (POA) Amendment Act-2015 and Sec. 34 of IPC",1,23742
"U/s. 3(1)(g)(r)(s) of SC/ST (POA) Amend Act-2015 and Sec. 323, 354(b), 504, 506 of IPC",1,23743
"U/s. 3(1)(n) of SC/ST (POA) Amend. Bill, 2015 and Sec. 504, 506, 354, 323 of IPC",1,23746
"U/s. 3(1)(r)(s) of SC/ST Amend. Act-2015 and Sec. 323, 504, 34, 506 of IPC",1,23748
"U/s. 3(1)(S) of SC/ST (POA) Amendment Act-2015 and Sec. 504, 506, 149 of IPC",6,23740
"U/s. 3(1)(s) of SC/ST Amend. Act-2015 and Sec. 504, 506 of IPC",1,23751
"U/s. 3(1)(s), 3(1)(w) of SC/ST (POA) Amend Act-2015 and Sec. 447, 427, 323, 354, 506, 34 of IPC",1,23752
"U/s. 3(1)(w) of SC/ST (POA) Amendment Act-2015 and Sec. 376, 506 of IPC",1,23753
"U/s. 3(1)(w)(2) of SC/ST Amend. Bill-2015 and Sec.354(A), 504, 509 of IPC",1,23754
"U/s. 3(IV), 3(V), 3(IX), 3(X) of SC and ST Amend. Act and Sec. 447, 395, 323, 149 of IPC",1,23756
"U/s. 3, 44 of KMMC Rule-1994, Sec. 4(1A), 21 of MMDR Act-1957 and Sec. 379 of IPC",1,23759
"U/s. 306, 309, 376 r/w. 34 of IPC and Sec. 4, 6 of POCSO Act",1,23764
"U/s. 307,338, 120B Explosive Act 1884 U/S-9B, IPC 1860 U/s 34",2,23765
"U/s. 31(R)(13) of KMMC Rule-1994, Sec. 42, 43, 44 of KMMDR Act-1957 and Sec. 379 of IPC",9,23766
"U/s. 31(R)(13) of KMMCR-1994 and Sec. 42, 43, 44, 379, 420 of IPC",3,23767
"U/s. 31(R)(13) of New Mines Act, Sec. 42, 43, 44 of KMMC Rule-1994 and Sec. 379, 420 of IPC",1,23768
"U/s. 323, 324, 504, 506 of IPC and Sec. 3(1)(s) of SC/ST (POA) Amend. Act.",1,23774
"U/s. 323, 355, 504, 506 r/w. 34 of IPC and Sec. 3(1)(X) of SC/ST (POA) Act",1,23775
"U/s. 323, 376 of IPC and Sec. 3(1)(w)(i), 3(2)(v) of SC/ST (POA) Amendment Act",1,23776
"U/s. 323, 376 of IPC, Sec. 4 of POCSO Act-2012 and Sec. 9 of Child Marriage Act",1,23777
"U/s. 323, 427, 354, 504, 506 r/w. 34 of IPC and Sec. 3(1)(r)(s) of SC/ST (POA) Amendment Act",1,23778
"U/s. 323, 504, 506 of IPC and Sec. 3(1)(r)(s) of SC/ST (POA) Amend. Act",3,23779
"U/s. 328 of IPC, U/s 32,34 of Karnataka Excise Act",1,23780
"U/s. 341, 323, 506 of IPC and Sec. 8, 12 of POCSO Act",1,23782
"U/s. 341, 354, 354(A) of IPC and Sec. 8, 12 of POCSO Act",1,23783
"U/s. 341, 504, 34 of IPC 1860 and POCSO Act",1,23784
"U/s. 354 of IPC and Sec. 8, 12 of POCSO Act",1,23785
"U/s. 354(A), 363 of IPC and Sec. 3(1)(w)(i) of SC/ST (POA) Amendment Act",1,23786
"U/s. 354(A), 504, 506 of IPC and Sec. 8, 12 of POCSO Act",1,23787
"U/s. 354(A), 506 of IPC and Sec. 8, 12 of POCSO Act",1,23788
"u/s. 354(B), 511 of IPC and u/s. 8 and 18 of POCSO Act.",1,28958
"U/s. 354, 363, 506, 511 of IPC-1860 and Sec. 8, 18 of POCSO Act",1,23789
"U/s. 363, 342, 354(A) r/w. 34 of IPC and POCSO Act",1,23790
"U/s. 363, 342, 366(A), 376, 506 of IPC and Sec. 4, 6, 8 of POCSO Act",1,23791
"U/s. 363, 354 of IPC and Sec. 8 of POCSO Act",1,23792
"U/s. 363, 354(D) of IPC and Sec. 12 of POCSO Act",1,23793
"U/s. 363, 366(A), 376, 109 of IPC and Sec. 4, 5(L), 6, 17 of POCSO Act",1,23794
